locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIFGEO_01517	CDS	627				putative HTH-type transcriptional regulator
AJBIFGEO_01518	CDS	1137		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
AJBIFGEO_01519	CDS	1125				hypothetical protein
AJBIFGEO_01520	CDS	756	aofH_1	1.4.3.-	COG1231	Putative flavin-containing monoamine oxidase AofH
AJBIFGEO_01521	CDS	612	aofH_2	1.4.3.-	COG1231	Putative flavin-containing monoamine oxidase AofH
AJBIFGEO_01522	CDS	972	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
AJBIFGEO_01523	CDS	483				hypothetical protein
AJBIFGEO_01524	CDS	603				hypothetical protein
AJBIFGEO_01525	CDS	708		1.-.-.-		putative oxidoreductase
AJBIFGEO_01526	CDS	1488	aam	3.5.1.13	COG0154	Acylamidase
AJBIFGEO_01527	CDS	957	dhaA_1	3.8.1.5		Haloalkane dehalogenase
AJBIFGEO_01528	CDS	861	bpoC_2	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
AJBIFGEO_01529	CDS	516	ddn_1	1.-.-.-		Deazaflavin-dependent nitroreductase
AJBIFGEO_01530	CDS	294				hypothetical protein
AJBIFGEO_01531	CDS	1290			COG1373	putative protein
AJBIFGEO_01532	CDS	435		3.1.-.-		Ribonuclease VapC49
AJBIFGEO_01533	CDS	249			COG4118	Putative antitoxin VapB49
AJBIFGEO_01534	CDS	339	higB2_2		COG4683	Putative toxin HigB2
AJBIFGEO_01535	CDS	324	higA2_2			Putative antitoxin HigA2
AJBIFGEO_01536	CDS	495				putative protein
AJBIFGEO_01537	CDS	93				hypothetical protein
AJBIFGEO_01538	CDS	1086	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
AJBIFGEO_01539	CDS	747	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
AJBIFGEO_01540	CDS	1539				hypothetical protein
AJBIFGEO_01541	CDS	1107	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AJBIFGEO_01542	CDS	1104	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AJBIFGEO_01543	CDS	1167				putative protein
AJBIFGEO_01544	CDS	1548	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
AJBIFGEO_01545	CDS	1779	ephD_2	1.-.-.-	COG1028	putative oxidoreductase EphD
AJBIFGEO_01546	CDS	1662	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AJBIFGEO_01547	CDS	906			COG1090	Epimerase family protein
AJBIFGEO_01548	CDS	693	lipB	2.3.1.181	COG0321	Octanoyltransferase
AJBIFGEO_01549	CDS	936	lipA	2.8.1.8	COG0320	Lipoyl synthase
AJBIFGEO_01550	CDS	753				putative protein
AJBIFGEO_01551	CDS	423				hypothetical protein
AJBIFGEO_01552	CDS	1437	glnA1	6.3.1.2	COG0174	Glutamine synthetase
AJBIFGEO_01553	CDS	2985	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
AJBIFGEO_01554	CDS	1341	glnA2	6.3.1.2	COG0174	Glutamine synthetase
AJBIFGEO_01555	CDS	1554	caeB_1	3.1.1.-		Carboxylesterase B
AJBIFGEO_01556	CDS	1557	caeA	3.1.1.-		Carboxylesterase A
AJBIFGEO_01557	CDS	846	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
AJBIFGEO_01558	CDS	1542				putative protein
AJBIFGEO_01559	CDS	711				hypothetical protein
AJBIFGEO_01560	CDS	1095			COG0328	Bifunctional protein
AJBIFGEO_01561	CDS	738			COG1579	putative protein
AJBIFGEO_01562	CDS	1140			COG0327	GTP cyclohydrolase 1 type 2 
AJBIFGEO_01563	CDS	1095		2.6.1.-	COG0079	putative aminotransferase
AJBIFGEO_01564	CDS	633			COG0546	putative protein
AJBIFGEO_01565	CDS	492	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
AJBIFGEO_01566	CDS	816			COG3346	putative SURF1-like protein
AJBIFGEO_01567	CDS	960	cobD		COG1270	Cobalamin biosynthesis protein CobD
AJBIFGEO_01568	CDS	816			COG3662	putative protein
AJBIFGEO_01569	CDS	126				hypothetical protein
AJBIFGEO_01570	tRNA	74				tRNA-Val(tac)
AJBIFGEO_01571	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
AJBIFGEO_01572	CDS	423				putative protein
AJBIFGEO_01573	CDS	591				putative protein
AJBIFGEO_01574	CDS	2793	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
AJBIFGEO_01575	CDS	1245			COG2508	putative protein
AJBIFGEO_01576	CDS	909	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
AJBIFGEO_01577	CDS	348	acpM		COG0236	Meromycolate extension acyl carrier protein
AJBIFGEO_01578	CDS	1251	kasA	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
AJBIFGEO_01579	CDS	1317	kasB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AJBIFGEO_01580	CDS	1422	accD6	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 6
AJBIFGEO_01581	CDS	888				hypothetical protein
AJBIFGEO_01582	CDS	1545	glpD1	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 1
AJBIFGEO_01583	CDS	570				putative HTH-type transcriptional regulator
AJBIFGEO_01584	CDS	1590				hypothetical protein
AJBIFGEO_01585	CDS	930	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
AJBIFGEO_01586	CDS	504				hypothetical protein
AJBIFGEO_01587	CDS	456				hypothetical protein
AJBIFGEO_01588	CDS	219				hypothetical protein
AJBIFGEO_01589	CDS	513				hypothetical protein
AJBIFGEO_01590	CDS	819				hypothetical protein
AJBIFGEO_01591	CDS	1062	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AJBIFGEO_01592	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
AJBIFGEO_01593	CDS	636	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
AJBIFGEO_01594	CDS	1521	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
AJBIFGEO_01595	CDS	954				hypothetical protein
AJBIFGEO_01596	CDS	1779	dnaK_1			Chaperone protein DnaK
AJBIFGEO_01597	CDS	1230				hypothetical protein
AJBIFGEO_01598	CDS	1287		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
AJBIFGEO_01599	CDS	1167				hypothetical protein
AJBIFGEO_01600	CDS	513		1.14.99.15		Cytochrome p450 CYP199A2
AJBIFGEO_01601	CDS	606				hypothetical protein
AJBIFGEO_01602	tRNA	77				tRNA-Phe(gaa)
AJBIFGEO_01603	tRNA	77				tRNA-Asp(gtc)
AJBIFGEO_01604	tRNA	76				tRNA-Glu(ttc)
AJBIFGEO_01605	tRNA	74				tRNA-Lys(ttt)
AJBIFGEO_01606	CDS	534				hypothetical protein
AJBIFGEO_01607	CDS	906		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
AJBIFGEO_01608	CDS	633	tadA_3	3.5.4.33		tRNA-specific adenosine deaminase
AJBIFGEO_01609	CDS	324	kmtR		COG0640	HTH-type transcriptional regulator KmtR
AJBIFGEO_01610	CDS	1083				hypothetical protein
AJBIFGEO_01611	CDS	642				hypothetical protein
AJBIFGEO_01612	CDS	1017	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
AJBIFGEO_01613	CDS	1170	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
AJBIFGEO_01614	CDS	2055	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
AJBIFGEO_01615	CDS	642	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
AJBIFGEO_01616	CDS	777	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
AJBIFGEO_01617	CDS	948	mshD	2.3.1.189	COG0456	Mycothiol acetyltransferase
AJBIFGEO_01618	CDS	765				hypothetical protein
AJBIFGEO_01619	CDS	813				hypothetical protein
AJBIFGEO_01620	CDS	423				hypothetical protein
AJBIFGEO_01621	CDS	834	cysA1_3	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
AJBIFGEO_01622	CDS	1254	mltG	4.2.2.-		Endolytic murein transglycosylase
AJBIFGEO_01623	CDS	429		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
AJBIFGEO_01624	CDS	2715	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
AJBIFGEO_01625	CDS	402				hypothetical protein
AJBIFGEO_01626	CDS	675				putative protein
AJBIFGEO_01627	CDS	624				putative protein
AJBIFGEO_01628	CDS	1359			COG2256	putative AAA domain-containing protein
AJBIFGEO_01629	CDS	477				hypothetical protein
AJBIFGEO_01630	CDS	1536				hypothetical protein
AJBIFGEO_01631	CDS	330				hypothetical protein
AJBIFGEO_01632	CDS	483				hypothetical protein
AJBIFGEO_01633	CDS	426				hypothetical protein
AJBIFGEO_01634	CDS	228				hypothetical protein
AJBIFGEO_01635	CDS	840				hypothetical protein
AJBIFGEO_01636	CDS	6729				hypothetical protein
AJBIFGEO_01637	CDS	381	hspR		COG0789	Putative heat shock protein HspR
AJBIFGEO_01638	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
AJBIFGEO_01639	CDS	708	grpE		COG0576	Protein GrpE
AJBIFGEO_01640	CDS	1878	dnaK_2		COG0443	Chaperone protein DnaK
AJBIFGEO_01641	CDS	417				hypothetical protein
AJBIFGEO_01642	CDS	207				hypothetical protein
AJBIFGEO_01643	CDS	813				hypothetical protein
AJBIFGEO_01644	CDS	1464	ansP2		COG1113	L-asparagine permease 2
AJBIFGEO_01645	CDS	417				hypothetical protein
AJBIFGEO_01646	CDS	561				hypothetical protein
AJBIFGEO_01647	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
AJBIFGEO_01648	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
AJBIFGEO_01649	CDS	300	iniB			Isoniazid-induced protein IniB
AJBIFGEO_01650	CDS	138				hypothetical protein
AJBIFGEO_01651	CDS	1389	eccE1			ESX-1 secretion system protein EccE1
AJBIFGEO_01652	CDS	648	mycP1	3.4.21.-	COG1404	Mycosin-1
AJBIFGEO_01653	CDS	141				hypothetical protein
AJBIFGEO_01654	CDS	1839	eccA2		COG0464	ESX-2 secretion system protein EccA2
AJBIFGEO_01655	CDS	1434	eccE2			ESX-2 secretion system protein EccE2
AJBIFGEO_01656	CDS	477				hypothetical protein
AJBIFGEO_01657	CDS	567	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
AJBIFGEO_01658	CDS	402	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
AJBIFGEO_01659	CDS	828	folP1	2.5.1.15	COG0294	Dihydropteroate synthase
AJBIFGEO_01660	CDS	609	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
AJBIFGEO_01661	CDS	2283	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
AJBIFGEO_01662	CDS	573	espD			ESX-1 secretion-associated protein EspD
AJBIFGEO_01663	CDS	312	espC			ESX-1 secretion-associated protein EspC
AJBIFGEO_01664	CDS	1179	espA			ESX-1 secretion-associated protein EspA
AJBIFGEO_01665	CDS	969	ephA_1	3.3.2.10		Epoxide hydrolase A
AJBIFGEO_01666	CDS	1188	limB	1.14.13.107		Limonene 1,2-monooxygenase
AJBIFGEO_01667	CDS	285	esxL			ESAT-6-like protein EsxL
AJBIFGEO_01668	CDS	1047				hypothetical protein
AJBIFGEO_01669	CDS	300				PE family protein PE13
AJBIFGEO_01670	CDS	837				hypothetical protein
AJBIFGEO_01671	CDS	651	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
AJBIFGEO_01672	CDS	972	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
AJBIFGEO_01673	CDS	1074				hypothetical protein
AJBIFGEO_01674	CDS	1386		3.4.16.-	COG2027	Carboxypeptidase
AJBIFGEO_01675	CDS	489	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
AJBIFGEO_01676	CDS	1098				hypothetical protein
AJBIFGEO_01677	CDS	1275				putative protein
AJBIFGEO_01678	CDS	726	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
AJBIFGEO_01679	CDS	345				hypothetical protein
AJBIFGEO_01680	CDS	876			COG5285	putative protein
AJBIFGEO_01681	CDS	969	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
AJBIFGEO_01682	CDS	1761				hypothetical protein
AJBIFGEO_01683	CDS	348				hypothetical protein
AJBIFGEO_01684	CDS	405				hypothetical protein
AJBIFGEO_01685	CDS	747				IS21 family transposase ISAau2
AJBIFGEO_01686	CDS	93				hypothetical protein
AJBIFGEO_01687	CDS	1230				IS256 family transposase IS1553
AJBIFGEO_01688	CDS	636	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
AJBIFGEO_01689	CDS	195				hypothetical protein
AJBIFGEO_01690	CDS	192				hypothetical protein
AJBIFGEO_01691	tRNA	76				tRNA-Thr(cgt)
AJBIFGEO_01692	CDS	1209				hypothetical protein
AJBIFGEO_01693	CDS	648				hypothetical protein
AJBIFGEO_01694	CDS	990			COG2114	putative protein
AJBIFGEO_01695	CDS	2988	topA	5.6.2.1	COG0550	DNA topoisomerase 1
AJBIFGEO_01696	CDS	579				hypothetical protein
AJBIFGEO_01697	CDS	204	cspA		COG1278	putative cold shock protein A
AJBIFGEO_01698	CDS	2316				hypothetical protein
AJBIFGEO_01699	CDS	285				putative PE-PGRS family protein PE_PGRS24
AJBIFGEO_01700	CDS	351				hypothetical protein
AJBIFGEO_01701	CDS	615				hypothetical protein
AJBIFGEO_01702	CDS	426				hypothetical protein
AJBIFGEO_01703	CDS	954		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
AJBIFGEO_01704	CDS	192				hypothetical protein
AJBIFGEO_01705	CDS	1203		1.3.99.-		Acyl-CoA dehydrogenase FadE26
AJBIFGEO_01706	CDS	1122		1.3.99.-		Acyl-CoA dehydrogenase FadE27
AJBIFGEO_01707	CDS	1509		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
AJBIFGEO_01708	CDS	576				hypothetical protein
AJBIFGEO_01709	CDS	330				hypothetical protein
AJBIFGEO_01710	CDS	327				hypothetical protein
AJBIFGEO_01711	CDS	300				PE-PGRS family protein PE25
AJBIFGEO_01712	CDS	1212				putative PPE family protein PPE29
AJBIFGEO_01713	CDS	1233				putative PPE family protein PPE32
AJBIFGEO_01714	CDS	1482				putative PPE family protein PPE33
AJBIFGEO_01715	CDS	321				hypothetical protein
AJBIFGEO_01716	CDS	705	mgtC		COG1285	Protein MgtC
AJBIFGEO_01717	CDS	1194		1.6.-.-		NADH dehydrogenase-like protein
AJBIFGEO_01718	CDS	432				putative protein
AJBIFGEO_01719	CDS	945				hypothetical protein
AJBIFGEO_01720	CDS	666				putative protein
AJBIFGEO_01721	CDS	687				putative HTH-type transcriptional regulator
AJBIFGEO_01722	CDS	1464		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
AJBIFGEO_01723	CDS	288				PE-PGRS family protein PE_PGRS33
AJBIFGEO_01724	CDS	978	apa			Alanine and proline-rich secreted protein Apa
AJBIFGEO_01725	CDS	1110	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
AJBIFGEO_01726	CDS	747	modA		COG0725	Molybdate-binding protein ModA
AJBIFGEO_01727	CDS	672		1.-.-.-		Putative oxidoreductase
AJBIFGEO_01728	CDS	924	fgd1_1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
AJBIFGEO_01729	CDS	1392		1.6.99.-	COG1252	NADH dehydrogenase-like protein
AJBIFGEO_01730	CDS	681	ureD			Urease accessory protein UreD
AJBIFGEO_01731	CDS	675	ureG		COG0378	Urease accessory protein UreG
AJBIFGEO_01732	CDS	636	ureF			Urease accessory protein UreF
AJBIFGEO_01733	CDS	1734	ureC	3.5.1.5	COG0804	Urease subunit alpha
AJBIFGEO_01734	CDS	315	ureB	3.5.1.5	COG0832	Urease subunit beta
AJBIFGEO_01735	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
AJBIFGEO_01736	CDS	423		3.1.2.-	COG2050	Putative esterase
AJBIFGEO_01737	CDS	417	blaI		COG3682	Transcriptional regulator BlaI
AJBIFGEO_01738	CDS	951				hypothetical protein
AJBIFGEO_01739	CDS	1452	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
AJBIFGEO_01740	CDS	1437	guaB1	1.-.-.-	COG0516	putative oxidoreductase
AJBIFGEO_01741	CDS	1368				hypothetical protein
AJBIFGEO_01742	CDS	1050			COG1253	putative protein
AJBIFGEO_01743	CDS	1548				hypothetical protein
AJBIFGEO_01744	CDS	264				hypothetical protein
AJBIFGEO_01745	CDS	396		3.1.-.-	COG1848	Ribonuclease VapC13
AJBIFGEO_01746	CDS	2226	glcB	2.3.3.9	COG2225	Malate synthase G
AJBIFGEO_01747	CDS	192				hypothetical protein
AJBIFGEO_01748	CDS	501			COG2452	putative protein
AJBIFGEO_01749	CDS	1653				IS607 family transposase IS1535
AJBIFGEO_01750	CDS	1065				hypothetical protein
AJBIFGEO_01751	CDS	1287	mntH		COG1914	Divalent metal cation transporter MntH
AJBIFGEO_01752	CDS	738	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
AJBIFGEO_01753	CDS	1077	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
AJBIFGEO_01754	CDS	792		1.-.-.-		putative oxidoreductase
AJBIFGEO_01755	CDS	1113	pstS3		COG0226	Phosphate-binding protein PstS 3
AJBIFGEO_01756	CDS	975	pstC2		COG0573	Phosphate transport system permease protein PstC 2
AJBIFGEO_01757	CDS	915	pstA1		COG0581	Phosphate transport system permease protein PstA 1
AJBIFGEO_01758	CDS	1818	pknD_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
AJBIFGEO_01759	CDS	1113	pstS2			Phosphate-binding protein PstS2
AJBIFGEO_01760	CDS	831	pstB2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
AJBIFGEO_01761	CDS	1125	pstS1		COG0226	Phosphate-binding protein PstS 1
AJBIFGEO_01762	CDS	1017	pstC1		COG0573	Phosphate transport system permease protein PstC 1
AJBIFGEO_01763	CDS	906	pstA2		COG0581	Phosphate transport system permease protein PstA 2
AJBIFGEO_01764	CDS	822	mku		COG1273	Non-homologous end joining protein Ku
AJBIFGEO_01765	CDS	2280	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
AJBIFGEO_01766	CDS	1935				hypothetical protein
AJBIFGEO_01767	CDS	867			COG2141	putative protein
AJBIFGEO_01768	CDS	765				hypothetical protein
AJBIFGEO_01769	CDS	1041				hypothetical protein
AJBIFGEO_01770	CDS	477	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
AJBIFGEO_01771	CDS	762		1.-.-.-	COG1028	putative oxidoreductase
AJBIFGEO_01772	CDS	1662	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AJBIFGEO_01773	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
AJBIFGEO_01774	CDS	1818	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
AJBIFGEO_01775	CDS	999				hypothetical protein
AJBIFGEO_01776	CDS	534				hypothetical protein
AJBIFGEO_01777	CDS	351				hypothetical protein
AJBIFGEO_01778	CDS	789				hypothetical protein
AJBIFGEO_01779	CDS	696	caiD_2	4.2.1.149		Carnitinyl-CoA dehydratase
AJBIFGEO_01780	CDS	861				hypothetical protein
AJBIFGEO_01781	CDS	714	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
AJBIFGEO_01782	CDS	213			COG5450	putative proteinA
AJBIFGEO_01783	tRNA	74				tRNA-Thr(ggt)
AJBIFGEO_01784	tRNA	75				tRNA-Met(cat)
AJBIFGEO_01785	CDS	168	rpmG2_1		COG0267	50S ribosomal protein L33 2
AJBIFGEO_01786	CDS	477				hypothetical protein
AJBIFGEO_01787	CDS	429				hypothetical protein
AJBIFGEO_01788	CDS	501				hypothetical protein
AJBIFGEO_01789	tRNA	74				tRNA-Trp(cca)
AJBIFGEO_01790	CDS	486	secE			Protein translocase subunit SecE
AJBIFGEO_01791	CDS	717	nusG		COG0250	Transcription termination/antitermination protein NusG
AJBIFGEO_01792	CDS	429	rplK		COG0080	50S ribosomal protein L11
AJBIFGEO_01793	CDS	708	rplA		COG0081	50S ribosomal protein L1
AJBIFGEO_01794	CDS	897	mmaA4	2.1.1.-	COG2230	Hydroxymycolate synthase MmaA4
AJBIFGEO_01795	CDS	882	mmaA3	2.1.1.-	COG2230	Methoxy mycolic acid synthase MmaA3
AJBIFGEO_01796	CDS	921	mmaA2	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase MmaA2
AJBIFGEO_01797	CDS	861	mmaA1	2.1.1.-	COG2230	Mycolic acid methyltransferase MmaA1
AJBIFGEO_01798	CDS	906	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
AJBIFGEO_01799	CDS	1467			COG0661	putative protein
AJBIFGEO_01800	CDS	4197				hypothetical protein
AJBIFGEO_01801	CDS	675				hypothetical protein
AJBIFGEO_01802	CDS	909	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
AJBIFGEO_01803	CDS	537	rplJ		COG0244	50S ribosomal protein L10
AJBIFGEO_01804	CDS	393	rplL		COG0222	50S ribosomal protein L7/L12
AJBIFGEO_01805	CDS	696				hypothetical protein
AJBIFGEO_01806	CDS	1506		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
AJBIFGEO_01807	CDS	1011	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
AJBIFGEO_01808	CDS	252				hypothetical protein
AJBIFGEO_01809	CDS	156				hypothetical protein
AJBIFGEO_01810	CDS	717				hypothetical protein
AJBIFGEO_01811	CDS	234	mazF2	3.1.-.-	COG2337	putative endoribonuclease MazF2
AJBIFGEO_01812	CDS	252				hypothetical protein
AJBIFGEO_01813	CDS	438	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
AJBIFGEO_01814	CDS	255				hypothetical protein
AJBIFGEO_01815	CDS	2364				hypothetical protein
AJBIFGEO_01816	CDS	273				hypothetical protein
AJBIFGEO_01817	CDS	339	vapC5_2	3.1.-.-	COG1487	Ribonuclease VapC5
AJBIFGEO_01818	CDS	231				hypothetical protein
AJBIFGEO_01819	CDS	3519	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
AJBIFGEO_01820	CDS	3951	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
AJBIFGEO_01821	CDS	114	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
AJBIFGEO_01822	CDS	1914		3.5.1.23		Neutral ceramidase
AJBIFGEO_01823	CDS	759	end	3.1.21.2	COG0648	putative endonuclease 4
AJBIFGEO_01824	CDS	843				hypothetical protein
AJBIFGEO_01825	CDS	1629	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
AJBIFGEO_01826	CDS	717			COG2186	putative HTH-type transcriptional regulator
AJBIFGEO_01827	CDS	771				putative protein
AJBIFGEO_01828	CDS	1035	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
AJBIFGEO_01829	CDS	933				putative protein
AJBIFGEO_01830	CDS	843			COG1082	putative protein
AJBIFGEO_01831	CDS	876				putative protein
AJBIFGEO_01832	CDS	888	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AJBIFGEO_01833	CDS	237				Putative DNA-binding proteinA
AJBIFGEO_01834	CDS	102				hypothetical protein
AJBIFGEO_01835	CDS	1131			COG0451	putative protein
AJBIFGEO_01836	CDS	1077			COG0204	putative protein
AJBIFGEO_01837	CDS	909	cmaA2	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 2
AJBIFGEO_01838	CDS	501				hypothetical protein
AJBIFGEO_01839	CDS	924	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
AJBIFGEO_01840	CDS	438	mmpS2			putative transport accessory protein MmpS2
AJBIFGEO_01841	CDS	2907	mmpL2		COG2409	putative transport protein MmpL2
AJBIFGEO_01842	CDS	279			COG0526	putative protein
AJBIFGEO_01843	CDS	1407	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AJBIFGEO_01844	CDS	930	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
AJBIFGEO_01845	CDS	1698	cysG_1	4.99.1.4		Siroheme synthase
AJBIFGEO_01846	CDS	990	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AJBIFGEO_01847	CDS	549				hypothetical protein
AJBIFGEO_01848	CDS	300				hypothetical protein
AJBIFGEO_01849	CDS	1101				hypothetical protein
AJBIFGEO_01850	CDS	1035				putative HTH-type transcriptional regulator
AJBIFGEO_01851	CDS	1386		1.14.-.-		Putative cytochrome P450 132
AJBIFGEO_01852	CDS	1479		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
AJBIFGEO_01853	CDS	1212	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
AJBIFGEO_01854	CDS	630	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AJBIFGEO_01855	CDS	333	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
AJBIFGEO_01856	CDS	627	gmk	2.7.4.8	COG0194	Guanylate kinase
AJBIFGEO_01857	CDS	318				hypothetical protein
AJBIFGEO_01858	CDS	1620				putative PPE family protein PPE20
AJBIFGEO_01859	CDS	309				PE family immunomodulator PE15
AJBIFGEO_01860	CDS	825	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AJBIFGEO_01861	CDS	3348	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
AJBIFGEO_01862	CDS	1131	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
AJBIFGEO_01863	CDS	498				hypothetical protein
AJBIFGEO_01864	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
AJBIFGEO_01865	CDS	960	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
AJBIFGEO_01866	CDS	582	pyrR		COG2065	Bifunctional protein PyrR
AJBIFGEO_01867	CDS	1290				hypothetical protein
