locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAKPHHPE_01195	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
PAKPHHPE_01196	CDS	1629	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
PAKPHHPE_01197	CDS	1359	glpT		COG2271	Glycerol-3-phosphate transporter
PAKPHHPE_01198	CDS	1083	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PAKPHHPE_01199	CDS	879	gltC_2			HTH-type transcriptional regulator GltC
PAKPHHPE_01200	CDS	1218	cntE			Staphylopine export protein
PAKPHHPE_01201	CDS	255				hypothetical protein
PAKPHHPE_01202	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
PAKPHHPE_01203	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
PAKPHHPE_01204	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PAKPHHPE_01205	CDS	885				hypothetical protein
PAKPHHPE_01206	CDS	1326	ttuB_3			Putative tartrate transporter
PAKPHHPE_01207	CDS	1203	rspA_1	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
PAKPHHPE_01208	CDS	2637	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PAKPHHPE_01209	CDS	2847	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PAKPHHPE_01210	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
PAKPHHPE_01211	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
PAKPHHPE_01212	CDS	1137	ompC_1		COG3203	Outer membrane porin C
PAKPHHPE_01213	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PAKPHHPE_01214	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PAKPHHPE_01215	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
PAKPHHPE_01216	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
PAKPHHPE_01217	CDS	507	eco		COG4574	Ecotin
PAKPHHPE_01218	CDS	132				hypothetical protein
PAKPHHPE_01219	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
PAKPHHPE_01220	CDS	264	napD		COG3062	Chaperone NapD
PAKPHHPE_01221	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
PAKPHHPE_01222	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
PAKPHHPE_01223	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
PAKPHHPE_01224	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
PAKPHHPE_01225	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
PAKPHHPE_01226	CDS	618	ccmA_3	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
PAKPHHPE_01227	CDS	657	ccmB_3		COG2386	Heme exporter protein B
PAKPHHPE_01228	CDS	738	ccmC_3		COG0755	Heme exporter protein C
PAKPHHPE_01229	CDS	213	ccmD_3		COG3114	Heme exporter protein D
PAKPHHPE_01230	CDS	480	ccmE_3		COG2332	Cytochrome c-type biogenesis protein CcmE
PAKPHHPE_01231	CDS	1932	ccmF_3		COG1138	Cytochrome c-type biogenesis protein CcmF
PAKPHHPE_01232	CDS	558	dsbE_3		COG0526	Thiol:disulfide interchange protein DsbE
PAKPHHPE_01233	CDS	375				hypothetical protein
PAKPHHPE_01234	CDS	246				IS200/IS605 family transposase IS200F
PAKPHHPE_01235	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
PAKPHHPE_01236	CDS	1374	ribZ			Riboflavin transporter RibZ
PAKPHHPE_01237	CDS	108				hypothetical protein
PAKPHHPE_01238	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
PAKPHHPE_01239	CDS	240				hypothetical protein
PAKPHHPE_01240	CDS	144	mgrB			PhoP/PhoQ regulator MgrB
PAKPHHPE_01241	CDS	288				hypothetical protein
PAKPHHPE_01242	CDS	210	cspC			Cold shock-like protein CspC
PAKPHHPE_01243	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
PAKPHHPE_01244	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
PAKPHHPE_01245	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
PAKPHHPE_01246	CDS	459				hypothetical protein
PAKPHHPE_01247	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
PAKPHHPE_01248	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
PAKPHHPE_01249	CDS	969	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
PAKPHHPE_01250	CDS	1560				hypothetical protein
PAKPHHPE_01251	CDS	1602	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
PAKPHHPE_01252	CDS	1365	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
PAKPHHPE_01253	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
PAKPHHPE_01254	CDS	1365	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
PAKPHHPE_01255	CDS	180				hypothetical protein
PAKPHHPE_01256	CDS	345	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PAKPHHPE_01257	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
PAKPHHPE_01258	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
PAKPHHPE_01259	CDS	582	slp		COG3065	Outer membrane protein Slp
PAKPHHPE_01260	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PAKPHHPE_01261	CDS	246				IS200/IS605 family transposase IS200F
PAKPHHPE_01262	CDS	5733				hypothetical protein
PAKPHHPE_01263	CDS	1374	cysG		COG0007	Siroheme synthase
PAKPHHPE_01264	CDS	810	nirC		COG2116	Nitrite transporter NirC
PAKPHHPE_01265	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
PAKPHHPE_01266	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
PAKPHHPE_01267	CDS	1182	tsgA		COG0477	Protein TsgA
PAKPHHPE_01268	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
PAKPHHPE_01269	CDS	273				hypothetical protein
PAKPHHPE_01270	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
PAKPHHPE_01271	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
PAKPHHPE_01272	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
PAKPHHPE_01273	CDS	2088				hypothetical protein
PAKPHHPE_01274	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
PAKPHHPE_01275	CDS	405	yhfA		COG1765	Protein YhfA
PAKPHHPE_01276	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
PAKPHHPE_01277	CDS	219				hypothetical protein
PAKPHHPE_01278	CDS	1023				hypothetical protein
PAKPHHPE_01279	CDS	312	ydhR	1.-.-.-		Putative monooxygenase YdhR
PAKPHHPE_01280	CDS	222				hypothetical protein
PAKPHHPE_01281	CDS	1908	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
PAKPHHPE_01282	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
PAKPHHPE_01283	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PAKPHHPE_01284	CDS	201				hypothetical protein
PAKPHHPE_01285	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
PAKPHHPE_01286	CDS	219	slyX			Protein SlyX
PAKPHHPE_01287	CDS	819	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
PAKPHHPE_01288	CDS	723	dauR		COG2964	Transcriptional regulator DauR
PAKPHHPE_01289	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
PAKPHHPE_01290	CDS	357	tusC		COG2923	Protein TusC
PAKPHHPE_01291	CDS	288	tusB		COG2168	Protein TusB
PAKPHHPE_01292	CDS	375	rpsL		COG0048	30S ribosomal protein S12
PAKPHHPE_01293	CDS	471	rpsG		COG0049	30S ribosomal protein S7
PAKPHHPE_01294	CDS	2115	fusA		COG0480	Elongation factor G
PAKPHHPE_01295	CDS	1197				hypothetical protein
PAKPHHPE_01296	CDS	246				IS200/IS605 family transposase IS200F
PAKPHHPE_01297	CDS	684				IS3 family transposase ISSen1
PAKPHHPE_01298	CDS	402				IS3 family transposase ISSen1
PAKPHHPE_01299	tRNA	88				tRNA-Ser(gga)
PAKPHHPE_01300	CDS	678	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
PAKPHHPE_01301	CDS	861				hypothetical protein
PAKPHHPE_01302	CDS	912	dmlR_3			HTH-type transcriptional regulator DmlR
PAKPHHPE_01303	CDS	219	infA		COG0361	Translation initiation factor IF-1
PAKPHHPE_01304	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
PAKPHHPE_01305	CDS	1722	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
PAKPHHPE_01306	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
PAKPHHPE_01307	CDS	969	trxB	1.8.1.9	COG0492	Thioredoxin reductase
PAKPHHPE_01308	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
PAKPHHPE_01309	CDS	4086				hypothetical protein
PAKPHHPE_01310	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
PAKPHHPE_01311	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
PAKPHHPE_01312	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PAKPHHPE_01313	CDS	2445	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
PAKPHHPE_01314	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PAKPHHPE_01315	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
PAKPHHPE_01316	CDS	1149	ycaD			putative MFS-type transporter YcaD
PAKPHHPE_01317	CDS	1422	ycaM		COG0531	Inner membrane transporter YcaM
PAKPHHPE_01318	CDS	798	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
PAKPHHPE_01319	CDS	168				hypothetical protein
PAKPHHPE_01320	CDS	960	sopD2			Secreted effector protein sopD2
PAKPHHPE_01321	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
PAKPHHPE_01322	CDS	858	focA		COG2116	putative formate transporter 1
PAKPHHPE_01323	CDS	1836	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
PAKPHHPE_01324	CDS	693				hypothetical protein
PAKPHHPE_01325	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
PAKPHHPE_01326	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
PAKPHHPE_01327	CDS	762	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
PAKPHHPE_01328	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
PAKPHHPE_01329	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
PAKPHHPE_01330	CDS	285	ihfB		COG0776	Integration host factor subunit beta
PAKPHHPE_01331	CDS	2265				hypothetical protein
PAKPHHPE_01332	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
PAKPHHPE_01333	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
PAKPHHPE_01334	CDS	1233				hypothetical protein
PAKPHHPE_01335	CDS	183				hypothetical protein
PAKPHHPE_01336	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
PAKPHHPE_01337	CDS	894				hypothetical protein
PAKPHHPE_01338	CDS	777				hypothetical protein
PAKPHHPE_01339	CDS	804	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
PAKPHHPE_01340	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
PAKPHHPE_01341	CDS	705	mukE		COG3095	Chromosome partition protein MukE
PAKPHHPE_01342	CDS	4467	mukB		COG3096	Chromosome partition protein MukB
PAKPHHPE_01343	CDS	1842	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
PAKPHHPE_01344	CDS	549				hypothetical protein
PAKPHHPE_01345	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
PAKPHHPE_01346	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
PAKPHHPE_01347	CDS	1092	ompF		COG3203	Outer membrane porin F
PAKPHHPE_01348	CDS	153				hypothetical protein
PAKPHHPE_01349	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
PAKPHHPE_01350	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
PAKPHHPE_01351	CDS	1215	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
PAKPHHPE_01352	CDS	1437	alsT_1		COG1115	Amino-acid carrier protein AlsT
PAKPHHPE_01353	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
PAKPHHPE_01354	CDS	1293	intQ		COG0582	Putative defective protein IntQ
PAKPHHPE_01355	CDS	249				hypothetical protein
PAKPHHPE_01356	CDS	240				hypothetical protein
PAKPHHPE_01357	CDS	1110				hypothetical protein
PAKPHHPE_01358	CDS	2928				hypothetical protein
PAKPHHPE_01359	CDS	144				hypothetical protein
PAKPHHPE_01360	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
PAKPHHPE_01361	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PAKPHHPE_01362	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
PAKPHHPE_01363	CDS	1587	zraS	2.7.13.3		Sensor protein ZraS
PAKPHHPE_01364	CDS	456	zraP		COG3678	Zinc resistance-associated protein
PAKPHHPE_01365	CDS	693				hypothetical protein
PAKPHHPE_01366	CDS	273	hupA			DNA-binding protein HU-alpha
PAKPHHPE_01367	CDS	591			COG3068	putative protein
PAKPHHPE_01368	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
PAKPHHPE_01369	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
PAKPHHPE_01370	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
PAKPHHPE_01371	CDS	489	rsd		COG3160	Regulator of sigma D
PAKPHHPE_01372	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PAKPHHPE_01373	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
PAKPHHPE_01374	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
PAKPHHPE_01375	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
PAKPHHPE_01376	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
PAKPHHPE_01377	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
PAKPHHPE_01378	CDS	1011				hypothetical protein
PAKPHHPE_01379	CDS	138				hypothetical protein
PAKPHHPE_01380	CDS	279				hypothetical protein
PAKPHHPE_01381	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PAKPHHPE_01382	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PAKPHHPE_01383	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
PAKPHHPE_01384	CDS	498	rplJ		COG0244	50S ribosomal protein L10
PAKPHHPE_01385	CDS	705	rplA		COG0081	50S ribosomal protein L1
PAKPHHPE_01386	CDS	429	rplK		COG0080	50S ribosomal protein L11
PAKPHHPE_01387	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
PAKPHHPE_01388	CDS	384	secE		COG0690	Protein translocase subunit SecE
PAKPHHPE_01389	CDS	891	tuf1_1			Elongation factor Tu 1
PAKPHHPE_01390	CDS	561	torD_2			Chaperone protein TorD
PAKPHHPE_01391	CDS	2280	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
PAKPHHPE_01392	CDS	558	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
PAKPHHPE_01393	CDS	768				hypothetical protein
PAKPHHPE_01394	CDS	429	uspG		COG0589	Universal stress protein UP12
PAKPHHPE_01395	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
PAKPHHPE_01396	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
PAKPHHPE_01397	CDS	297	rna_1	4.6.1.21	COG3719	Ribonuclease I
PAKPHHPE_01398	CDS	489	rna_2	4.6.1.21	COG3719	Ribonuclease I
PAKPHHPE_01399	CDS	1464	ttdT		COG0471	L-tartrate/succinate antiporter
PAKPHHPE_01400	CDS	897	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PAKPHHPE_01401	CDS	552	citX_1	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PAKPHHPE_01402	CDS	1530	citF_1	4.1.3.6	COG3051	Citrate lyase alpha chain
PAKPHHPE_01403	CDS	909	citE_1	4.1.3.6	COG2301	Citrate lyase subunit beta
PAKPHHPE_01404	CDS	297	citD_1		COG3052	Citrate lyase acyl carrier protein
PAKPHHPE_01405	CDS	1077	citC_1	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
PAKPHHPE_01406	CDS	1662	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
PAKPHHPE_01407	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
PAKPHHPE_01408	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
PAKPHHPE_01409	CDS	573	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
PAKPHHPE_01410	CDS	210	cspE			Cold shock-like protein CspE
PAKPHHPE_01411	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
PAKPHHPE_01412	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
PAKPHHPE_01413	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
PAKPHHPE_01414	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
PAKPHHPE_01415	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
PAKPHHPE_01416	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
PAKPHHPE_01417	CDS	264				hypothetical protein
PAKPHHPE_01418	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
PAKPHHPE_01419	CDS	1146	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
PAKPHHPE_01420	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
PAKPHHPE_01421	CDS	1902	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
PAKPHHPE_01422	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
PAKPHHPE_01423	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
PAKPHHPE_01424	CDS	609	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
PAKPHHPE_01425	CDS	1095	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
PAKPHHPE_01426	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
PAKPHHPE_01427	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
PAKPHHPE_01428	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
PAKPHHPE_01429	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
PAKPHHPE_01430	CDS	291	uxaA	4.2.1.7	COG2721	Altronate dehydratase
PAKPHHPE_01431	CDS	1251	suyB	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
PAKPHHPE_01432	CDS	954	kdgT_1			2-keto-3-deoxygluconate permease
PAKPHHPE_01433	CDS	1929	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
PAKPHHPE_01434	CDS	474				hypothetical protein
PAKPHHPE_01435	CDS	996	esiB			Secretory immunoglobulin A-binding protein EsiB
PAKPHHPE_01436	CDS	708				hypothetical protein
PAKPHHPE_01437	CDS	1434				hypothetical protein
PAKPHHPE_01438	CDS	630				hypothetical protein
PAKPHHPE_01439	CDS	1473				hypothetical protein
PAKPHHPE_01440	CDS	1680	hscC		COG0443	Chaperone protein HscC
PAKPHHPE_01441	CDS	1239				hypothetical protein
PAKPHHPE_01442	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
PAKPHHPE_01443	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
PAKPHHPE_01444	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
PAKPHHPE_01445	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
PAKPHHPE_01446	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
PAKPHHPE_01447	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
PAKPHHPE_01448	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
PAKPHHPE_01449	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
PAKPHHPE_01450	CDS	1047	ybeZ		COG1702	PhoH-like protein
PAKPHHPE_01451	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PAKPHHPE_01452	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
PAKPHHPE_01453	CDS	576				hypothetical protein
PAKPHHPE_01454	tRNA	75				tRNA-Gln(ctg)
PAKPHHPE_01455	tRNA	75				tRNA-Gln(ctg)
PAKPHHPE_01456	tRNA	77				tRNA-Met(cat)
PAKPHHPE_01457	tRNA	75				tRNA-Gln(ttg)
PAKPHHPE_01458	tRNA	75				tRNA-Gln(ttg)
PAKPHHPE_01459	tRNA	85				tRNA-Leu(tag)
PAKPHHPE_01460	tRNA	77				tRNA-Met(cat)
PAKPHHPE_01461	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
PAKPHHPE_01462	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
PAKPHHPE_01463	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
PAKPHHPE_01464	CDS	1215	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
PAKPHHPE_01465	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
PAKPHHPE_01466	CDS	1953	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
PAKPHHPE_01467	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
PAKPHHPE_01468	CDS	1407	chiP			Chitoporin
PAKPHHPE_01469	CDS	333	chiQ			putative lipoprotein ChiQ
PAKPHHPE_01470	CDS	1305	proP_1			Proline/betaine transporter
PAKPHHPE_01471	CDS	1140				hypothetical protein
PAKPHHPE_01472	CDS	1404	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
PAKPHHPE_01473	CDS	927	catM			HTH-type transcriptional regulator CatM
PAKPHHPE_01474	CDS	453	fur		COG0735	Ferric uptake regulation protein
PAKPHHPE_01475	CDS	531	fldA		COG0716	Flavodoxin 1
PAKPHHPE_01476	CDS	282	ybfE			putative protein YbfE
PAKPHHPE_01477	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
PAKPHHPE_01478	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
PAKPHHPE_01479	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
PAKPHHPE_01480	CDS	486				hypothetical protein
PAKPHHPE_01481	CDS	1320	potE		COG0531	Putrescine transporter PotE
PAKPHHPE_01482	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
PAKPHHPE_01483	CDS	105				hypothetical protein
PAKPHHPE_01484	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
PAKPHHPE_01485	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
PAKPHHPE_01486	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
PAKPHHPE_01487	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
PAKPHHPE_01488	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
PAKPHHPE_01489	CDS	207				hypothetical protein
PAKPHHPE_01490	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
PAKPHHPE_01491	CDS	1482	dtpD		COG3104	Dipeptide permease D
PAKPHHPE_01492	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
PAKPHHPE_01493	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
PAKPHHPE_01494	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
PAKPHHPE_01495	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
PAKPHHPE_01496	CDS	567				ISKra4 family transposase ISCep1
PAKPHHPE_01497	CDS	222				hypothetical protein
PAKPHHPE_01498	CDS	741				hypothetical protein
PAKPHHPE_01499	CDS	1152	rfbD_1	5.4.99.9		UDP-galactopyranose mutase
PAKPHHPE_01500	CDS	894				hypothetical protein
PAKPHHPE_01501	CDS	1134	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
PAKPHHPE_01502	CDS	771				hypothetical protein
PAKPHHPE_01503	CDS	711	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
PAKPHHPE_01504	CDS	1779				hypothetical protein
PAKPHHPE_01505	CDS	834				hypothetical protein
PAKPHHPE_01506	CDS	1950				hypothetical protein
PAKPHHPE_01507	CDS	138				hypothetical protein
PAKPHHPE_01508	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
PAKPHHPE_01509	CDS	1047				hypothetical protein
PAKPHHPE_01510	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
PAKPHHPE_01511	CDS	246				hypothetical protein
PAKPHHPE_01512	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
PAKPHHPE_01513	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
PAKPHHPE_01514	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
PAKPHHPE_01515	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
